meeting,date,flag,flag_note,flag_source,intervention_id,speaker,speaker_clean,time,time_start,time_end,time_delta,tape,side,note,orig_lang,text,text_english
6,2/14/1989,OK,,"T, P",690,M. J. de Larosière,Jacques de Larosière,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,"As I see it, the Board of this federal system would comprise the Governors plus four members of the Board. The four members of the Board would be appointed by the European Council on proposals submitted by the Governors.","As I see it, the Board of this federal system would comprise the Governors plus four members of the Board. The four members of the Board would be appointed by the European Council on proposals submitted by the Governors."
6,2/14/1989,OK,,T,691,The Chairman,Jaques Delors,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,And the Governors will be appointed how?,And the Governors will be appointed how?
6,2/14/1989,OK,,T,692,M. J. de Larosière ,Jacques de Larosière,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,"Well, the central bank Governors. After all the national central banks don't disappear. I understand your caution, particularly caution recommended by Mr. Duisenberg, but vis-à-vis the outside world, to people who are going to read the Report, if we cannot explain who the Board will be and who the Council will be governing this system, people will think that it isn't very clear at all and that one doesn't know who does what.","Well, the central bank Governors. After all the national central banks don't disappear. I understand your caution, particularly caution recommended by Mr. Duisenberg, but vis-à-vis the outside world, to people who are going to read the Report, if we cannot explain who the Board will be and who the Council will be governing this system, people will think that it isn't very clear at all and that one doesn't know who does what."
6,2/14/1989,OK,,"T, P",693,The Chairman,Jaques Delors,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,You are in favour of the Council of Ministers or of the European Council?,You are in favour of the Council of Ministers or of the European Council?
6,2/14/1989,OK,,T,694,M. J. de Larosière,Jacques de Larosière,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,European Council.,European Council.
6,2/14/1989,OK,,T,695,The Chairman,Jaques Delors,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,"Ah, not the Ministers. And when he says that this will annoy Ministers of Finance even more what are you going to do about them?","Ah, not the Ministers. And when he says that this will annoy Ministers of Finance even more what are you going to do about them?"
6,2/14/1989,OK,,T,696,M. J. de Larosière,Jacques de Larosière,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,"Well, Ministers of Finance have to be ridden over rough shod from time to time. They think that they are the masters of everything and from time to time they have to be reminded that there are others.","Well, Ministers of Finance have to be ridden over rough shod from time to time. They think that they are the masters of everything and from time to time they have to be reminded that there are others."
6,2/14/1989,OK,,T,697,The Chairman,Jaques Delors,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,"If it is a Council of Ministers of Finance that is going to appoint the Chairman of the institution, which is independent and responsible for preserving monetary and price stability - is that good enough? The European Council was a body which was set up outside of the European institutions and it is now in the Treaty and it is from there that all the impulses come. The Chairman of the Commission is appointed by the European Council. I have nothing against Ministers of Finance but I feel that if it were they who were to appoint the Board that would be dangerous for the standing of this system. Since I have the floor, let me add that it is always possible for the European Parliament to invite the Chairman to appear in front of them. You don't have to state this.","If it is a Council of Ministers of Finance that is going to appoint the Chairman of the institution, which is independent and responsible for preserving monetary and price stability - is that good enough? The European Council was a body which was set up outside of the European institutions and it is now in the Treaty and it is from there that all the impulses come. The Chairman of the Commission is appointed by the European Council. I have nothing against Ministers of Finance but I feel that if it were they who were to appoint the Board that would be dangerous for the standing of this system. Since I have the floor, let me add that it is always possible for the European Parliament to invite the Chairman to appear in front of them. You don't have to state this."
6,2/14/1989,OK,,"T, B",698,M. J. de Larosière,Jacques de Larosière,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,Why not?,Why not?
6,2/14/1989,OK,,"T, B",699,The Chairman,Jaques Delors,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,"Well, one can recall that the European Parliament can invite members of the Board or the Chairman to appear before them, but that is a very different matter from saying that the Board has to report to Parliament. Anyway, I repeat, would you please think about this between now and the next meeting. It is a delicate matter, but let us forget the nasty things about Ministers of Finance that I have just said, but the emphasis you place on the importance of this institution means that the appointment has to be made by the highest entity - the European Council.","Well, one can recall that the European Parliament can invite members of the Board or the Chairman to appear before them, but that is a very different matter from saying that the Board has to report to Parliament. Anyway, I repeat, would you please think about this between now and the next meeting. It is a delicate matter, but let us forget the nasty things about Ministers of Finance that I have just said, but the emphasis you place on the importance of this institution means that the appointment has to be made by the highest entity - the European Council."
6,2/14/1989,OK,,T,700,M. J. de Larosière,Jacques de Larosière,1436 - 1463 ,1436,1463,1.8,,,time inferred,EN,I agree.,I agree.
6,2/14/1989,missing,transcription,"P, B",701,,Wim Duisenberg,1497 - 1546 ,1497,1546,12.25,,,time inferred,,,
6,2/14/1989,missing,transcription,"P, B",702,,Miguel Boyer,1497 - 1546 ,1497,1546,12.25,,,time inferred,,,
6,2/14/1989,missing,transcription,P,703,,Jaques Delors,1497 - 1546 ,1497,1546,12.25,,,time inferred,,,
6,2/14/1989,missing,transcription,P,704,,Miguel Boyer,1497 - 1546 ,1497,1546,12.25,,,time inferred,,,
6,2/14/1989,OK,,"T, P, B",705,Herrn K.-O. Pöhl,Karl Otto Pöhl,1547 - 1570,1547,1570,23,,,,EN,"As to the appointment, the German example is maybe helpful. There the members of the Board of the Bundesbank - or the Central Bank Council - are appointed by the President of the Republic on proposal of the Cabinet - on the basis of a Cabinet decision - after a proposal of the Finance Ministers. This is of course the appropriate procedure. I think we can find language to say that the Council has to appoint, of course after consulting the Council of Ministers. (?: In your system the Minister of Finance can attend the Board meetings?) Yes, the Minister of Finance is actually the missing link between the Bundesbank and the Government. For instance, our contracts on salary, etc. need the approval of the Finance Ministers, but the crucial point is that the Government is not in a position to give instructions to the Council on policy matters, that is the really important thing. They have only a veto right for two weeks and they have never used that, and if that has no consequences the decision of the Council would be implemented. That gives the Council a very strong position. There is another provision which says that the members of the Council need to have the necessary qualifications and that the Council is consulted - that is very weak unfortunately and I would like to see that a little stronger in a European system: it should be more than only ""consulted"" and there should be some kind of approval because the risk is always in such a system that the politicians pick politicians to sit in these institutions instead of qualified experts.","As to the appointment, the German example is maybe helpful. There the members of the Board of the Bundesbank - or the Central Bank Council - are appointed by the President of the Republic on proposal of the Cabinet - on the basis of a Cabinet decision - after a proposal of the Finance Ministers. This is of course the appropriate procedure. I think we can find language to say that the Council has to appoint, of course after consulting the Council of Ministers. (?: In your system the Minister of Finance can attend the Board meetings?) Yes, the Minister of Finance is actually the missing link between the Bundesbank and the Government. For instance, our contracts on salary, etc. need the approval of the Finance Ministers, but the crucial point is that the Government is not in a position to give instructions to the Council on policy matters, that is the really important thing. They have only a veto right for two weeks and they have never used that, and if that has no consequences the decision of the Council would be implemented. That gives the Council a very strong position. There is another provision which says that the members of the Council need to have the necessary qualifications and that the Council is consulted - that is very weak unfortunately and I would like to see that a little stronger in a European system: it should be more than only ""consulted"" and there should be some kind of approval because the risk is always in such a system that the politicians pick politicians to sit in these institutions instead of qualified experts."
6,2/14/1989,missing,transcription,"P, B",706,,Jacques de Larosière,1571 - 1585 ,1571,1585,7,,,time inferred,,,
6,2/14/1989,missing,transcription,"P, B",707,,Demetrios Chalikias,1571 - 1585 ,1571,1585,7,,,time inferred,,,
6,2/14/1989,OK,,"T, P, B",708,M. J. de Larosière,Jacques de Larosière,1586 - 1590,1586,1590,4,,,,EN,"I think it is important for the redacteur to be able to say in a few lines why it is important that this central bank be independent from instructions. It is important to explain that this being a multilateral organisation, you cannot expect some members to be under some particular instructions, the whole thing would break apart so it has to be explained.","I think it is important for the redacteur to be able to say in a few lines why it is important that this central bank be independent from instructions. It is important to explain that this being a multilateral organisation, you cannot expect some members to be under some particular instructions, the whole thing would break apart so it has to be explained."
6,2/14/1989,missing,transcription,B,709,,Robin Leigh-Pemberton,1591 - 1625 ,1591,1625,4.25,,,time inferred,,,
6,2/14/1989,missing,transcription,"P, B",710,,Jaques Delors,1591 - 1625 ,1591,1625,4.25,,,time inferred,,,
6,2/14/1989,missing,transcription,"P, B",711,,Maurice F. Doyle,1591 - 1625 ,1591,1625,4.25,,,time inferred,,,
6,2/14/1989,missing,transcription,"P, B",712,,Wim Duisenberg,1591 - 1625 ,1591,1625,4.25,,,time inferred,,,
6,2/14/1989,missing,transcription,"P, B",713,,Alexandre Lamfalussy,1591 - 1625 ,1591,1625,4.25,,,time inferred,,,
6,2/14/1989,OK,,"T, P, B",714,M. J. de Larosière,Jacques de Larosière,1626 - 1638,1626,1638,12,,,,EN,"On your question, Mr. Chairman, which is should we create a new institution or should we set binding rules? I think that our job in this Report is to say that the important matter is that these economic policy “rapprochements"" and co-ordination effectively take place now. We can do it theoretically under binding rules, rather specific, which the Ministers would sort of have to carry out. Now, I think we could add that if this is not workable then it is up to the heads of state to envisage possibly the constitution of something more formalised as a decision-making procedure, but I don't think we should be deciding on this.","On your question, Mr. Chairman, which is should we create a new institution or should we set binding rules? I think that our job in this Report is to say that the important matter is that these economic policy “rapprochements"" and co-ordination effectively take place now. We can do it theoretically under binding rules, rather specific, which the Ministers would sort of have to carry out. Now, I think we could add that if this is not workable then it is up to the heads of state to envisage possibly the constitution of something more formalised as a decision-making procedure, but I don't think we should be deciding on this."
6,2/14/1989,OK,,"T, P, B",715,The Chairman,Jaques Delors,1591 - 1625 ,1591,1625,4.25,,,time inferred,EN,"You understand that it is possible for the European Council to accept a new institution in the monetary field, plus the present institutions in the Community, but if we propose a new institution on the economic side, that means a revolution in the institutional framework of the Community. This is my problem.","You understand that it is possible for the European Council to accept a new institution in the monetary field, plus the present institutions in the Community, but if we propose a new institution on the economic side, that means a revolution in the institutional framework of the Community. This is my problem."
6,2/14/1989,OK,,T,716,M. J. de Larosière,Jacques de Larosière,1591 - 1625 ,1591,1625,4.25,,,time inferred,EN,"Yes, I know, we mustn't provoke them. We must say that it is a question.","Yes, I know, we mustn't provoke them. We must say that it is a question."
7,3/14/1989,missing,transcription,"P, B",717,,Jaques Delors,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",718,,Karl Otto Pöhl,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",719,,Jaques Delors,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",720,,Jacques de Larosière,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",721,,Wim Duisenberg,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",722,,Carlo Azeglio Ciampi,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",723,,Erik Hoffmeyer,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",724,,Robin Leigh-Pemberton,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",725,,Karl Otto Pöhl,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",726,,Jean Godeaux,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",727,,Carlo Azeglio Ciampi,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",728,,Alexandre Lamfalussy,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",729,,Miguel Boyer,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",730,,Frans Andriessen,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",731,,Jaques Delors,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",732,,Robin Leigh-Pemberton,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",733,,Jaques Delors,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",734,,Jacques de Larosière,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",735,,Karl Otto Pöhl,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",736,,Niels Thygesen,??? - 871 ,???,871,,,,,,,
7,3/14/1989,missing,transcription,"P, B",737,,Robin Leigh-Pemberton,??? - 871 ,???,871,,,,,,,
7,3/14/1989,OK,,"T, P, B",738,M. P. Jaans,Pierre Jaans,872 - 908,872,908,36,,,,EN,"I have some hope that between the positions expressed by Governor Leigh-Pemberton and by Governor de Larosière there is not a real and fundamental contradiction. I think if we tell the Heads of State in our Report that if and when they embark on the process of EMU, it is not just embarking on stage one and not on stage two, it is a whole process with three stages, and if they decide to go in that direction an early decision also has to be taken in order to revise the Treaty. I think if one is clear about the prerogative of the Heads of State to start the whole process, which should be just one process - it is not improving structures in the EMS that is a different thing, that has been done in Basle/Nyborg and that can be done also on the basis of Basle/Nyborg. If they decide to go in that direction then, of course, it is necessary also to have the Treaty revision and to have it during stage one. I think that is in my view a more apparent contradiction between the two positions expressed.

Two other points which I think are eminently political and where this Committee probably has not, let's say, the best expertise, or is not entitled to have the best expertise. One is the question of whether there should be one or more Treaty changes. We can‘t indicate that this thing can be done in one or more Treaty changes, but I think we should not, as is done at present, indicate a preference so to say for one Treaty change enabling provisions, etc., because the whole process is likely to last over more than one legislature and personally I would hesitate to take the right, so to say, to deprive a second legislature from the possibility to look at that and to foreclose anything by just one act where the Parliament afterwards would be completely bound. That is one point which I think is a point which has to be left to the politicians. We should indicate that there are two ways but probably we should not express a preference.

A third element, also in my view eminently political, is the question of whether one can start EMU with not all members in it so to say, if one can start it outside the Treaty, if one can embark in the direction of a two-speed way to work. There may be a lot of arguments to do that, but I think the point is so political it touches to the very heart of the Treaty and the whole philosophy of the Community that we, in my view, should just raise it, point to the fact that it is an eminently political choice, but the choice has to be left to the Heads of State.","I have some hope that between the positions expressed by Governor Leigh-Pemberton and by Governor de Larosière there is not a real and fundamental contradiction. I think if we tell the Heads of State in our Report that if and when they embark on the process of EMU, it is not just embarking on stage one and not on stage two, it is a whole process with three stages, and if they decide to go in that direction an early decision also has to be taken in order to revise the Treaty. I think if one is clear about the prerogative of the Heads of State to start the whole process, which should be just one process - it is not improving structures in the EMS that is a different thing, that has been done in Basle/Nyborg and that can be done also on the basis of Basle/Nyborg. If they decide to go in that direction then, of course, it is necessary also to have the Treaty revision and to have it during stage one. I think that is in my view a more apparent contradiction between the two positions expressed.

Two other points which I think are eminently political and where this Committee probably has not, let's say, the best expertise, or is not entitled to have the best expertise. One is the question of whether there should be one or more Treaty changes. We can‘t indicate that this thing can be done in one or more Treaty changes, but I think we should not, as is done at present, indicate a preference so to say for one Treaty change enabling provisions, etc., because the whole process is likely to last over more than one legislature and personally I would hesitate to take the right, so to say, to deprive a second legislature from the possibility to look at that and to foreclose anything by just one act where the Parliament afterwards would be completely bound. That is one point which I think is a point which has to be left to the politicians. We should indicate that there are two ways but probably we should not express a preference.

A third element, also in my view eminently political, is the question of whether one can start EMU with not all members in it so to say, if one can start it outside the Treaty, if one can embark in the direction of a two-speed way to work. There may be a lot of arguments to do that, but I think the point is so political it touches to the very heart of the Treaty and the whole philosophy of the Community that we, in my view, should just raise it, point to the fact that it is an eminently political choice, but the choice has to be left to the Heads of State."
7,3/14/1989,OK,,"T, P, B",739,M. A. Lamfalussy,Alexandre Lamfalussy,911 - 974,911,974,63,,,,EN,"I think that Robin really raises a very substantial question and I was trying to make up my own mind on that question by reading the description of the first stage as if I had never heard about it; I was trying to make a reading as an outside reader, reading the Report for the first time. I think if you make the same effort you come to the conclusion that the only major substantive recommendation in that first stage today is to suggest that the Committee of Governors change their method of work and shift towards ex ante policy recommendations, which are not binding, of course, but which are explicit recommendations. That is a major shift and that is a major proposal, all the rest is interesting, but when you say the same thing about fiscal policies and budgetary policies you know perfectly well that there is no budgetary committee comparable to the Governors and with independent sovereign states that doesn't mean much. I am putting these things very bluntly, but that is how any reader would feel about it. I think this recommendation about the work of the Committee of Governors is a very serious one, a very important one, and I would certainly regard it as being a very important first step, and be happy with it as long as it can be regarded as being credible. There is nothing in the present status of the Governors that would prevent them, or would have prevented them, for the last twenty years, of doing it already and any reader of this Report would really come up with this first conclusion.

From there I jump to the second point of my reasoning which is to say that, in order to make the first step credible, there ought to be a clear political signal, and I use the word in that sense, signal or commitment which makes it clear that this first step is the beginning of a process - that is the point which was made by M. Jaans in a different way. We need a signal because otherwise nobody will take this recommendation seriously to be quite blunt. What is the political signal that you can expect? There, of course, you may have nuanced views. Clearly the most obvious political signal would be for the Heads of State and governments to say we decide to go ahead, and in order to show that we really mean business, we give instructions to our Ministers to start discussions on the Treaty. That is an unequivocal political signal, we don't have to say that we recommend you to do that - no, we don't recommend it we simply say that to the extent that you want to go ahead and that you want the Governors to go ahead with the first step, please give a political signal and a political signal is, of course, a Treaty negotiation.

One can imagine other signals as well and I am not absolutely dogmatic about this point, what I am dogmatic about is that we need a political signal because otherwise the whole thing falls absolutely flat and will become totally incredible. What other signals could there be? Of course, a new Directive, beefing up the 1964 Directive could be done, but when you look at the Directive it is difficult to beef it up, it was there already in 1964, so what sort of credibility would you gain by adding to that? Then there is, of course, a third political signal which is not as constitutional as the Treaty negotiation but which is a very practical one. I will just mention it, and that is if the UK announced joining the EMS. That is the biggest, most practical political signal that could be made. I would stop here by saying that what I am very insistent on, and I am rarely dogmatic, is the absolute need for a political commitment of some kind. What sort of political commitment? I am ready to ponder that, but the need for political commitment, to my mind, is absolutely essential. In the present formulation of the first stage, and that is where I join forces with Jacques de Larosière, if the first stage was drafted in a different way, then that in itself could make a political commitment. But it doesn't give that signal in its present form.","I think that Robin really raises a very substantial question and I was trying to make up my own mind on that question by reading the description of the first stage as if I had never heard about it; I was trying to make a reading as an outside reader, reading the Report for the first time. I think if you make the same effort you come to the conclusion that the only major substantive recommendation in that first stage today is to suggest that the Committee of Governors change their method of work and shift towards ex ante policy recommendations, which are not binding, of course, but which are explicit recommendations. That is a major shift and that is a major proposal, all the rest is interesting, but when you say the same thing about fiscal policies and budgetary policies you know perfectly well that there is no budgetary committee comparable to the Governors and with independent sovereign states that doesn't mean much. I am putting these things very bluntly, but that is how any reader would feel about it. I think this recommendation about the work of the Committee of Governors is a very serious one, a very important one, and I would certainly regard it as being a very important first step, and be happy with it as long as it can be regarded as being credible. There is nothing in the present status of the Governors that would prevent them, or would have prevented them, for the last twenty years, of doing it already and any reader of this Report would really come up with this first conclusion.

From there I jump to the second point of my reasoning which is to say that, in order to make the first step credible, there ought to be a clear political signal, and I use the word in that sense, signal or commitment which makes it clear that this first step is the beginning of a process - that is the point which was made by M. Jaans in a different way. We need a signal because otherwise nobody will take this recommendation seriously to be quite blunt. What is the political signal that you can expect? There, of course, you may have nuanced views. Clearly the most obvious political signal would be for the Heads of State and governments to say we decide to go ahead, and in order to show that we really mean business, we give instructions to our Ministers to start discussions on the Treaty. That is an unequivocal political signal, we don't have to say that we recommend you to do that - no, we don't recommend it we simply say that to the extent that you want to go ahead and that you want the Governors to go ahead with the first step, please give a political signal and a political signal is, of course, a Treaty negotiation.

One can imagine other signals as well and I am not absolutely dogmatic about this point, what I am dogmatic about is that we need a political signal because otherwise the whole thing falls absolutely flat and will become totally incredible. What other signals could there be? Of course, a new Directive, beefing up the 1964 Directive could be done, but when you look at the Directive it is difficult to beef it up, it was there already in 1964, so what sort of credibility would you gain by adding to that? Then there is, of course, a third political signal which is not as constitutional as the Treaty negotiation but which is a very practical one. I will just mention it, and that is if the UK announced joining the EMS. That is the biggest, most practical political signal that could be made. I would stop here by saying that what I am very insistent on, and I am rarely dogmatic, is the absolute need for a political commitment of some kind. What sort of political commitment? I am ready to ponder that, but the need for political commitment, to my mind, is absolutely essential. In the present formulation of the first stage, and that is where I join forces with Jacques de Larosière, if the first stage was drafted in a different way, then that in itself could make a political commitment. But it doesn't give that signal in its present form."
7,3/14/1989,missing,transcription,B,740,,Miguel Boyer,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",741,,Frans Andriessen,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",742,,Pierre Jaans,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",743,,Wim Duisenberg,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",744,,Jacques de Larosière,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",745,,Erik Hoffmeyer,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",746,,Jacques de Larosière,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",747,,Erik Hoffmeyer,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",748,,Maurice F. Doyle,975 - 1286 ,975,1286,31.1,,,time inferred,,,
7,3/14/1989,missing,transcription,"P, B",749,,Carlo Azeglio Ciampi,975 - 1286 ,975,1286,31.1,,,time inferred,,,
